,street,city,state,zipcode,price,bed,bath,sqft,walkscore,transitscore,bikescore,competitivescore,1st School Rating,status,house_type,year_built,Lotsize,perSq_Ft,Price_Level
0,655 12Th St #112,Oakland,Ca,94607,649000,2 ,2.0,1037 ,96,86,91,76,2.0,New,Condo,2003,0.0,626.0,0
1,4475 Redding St,Oakland,Ca,94619,699000,2 ,2.0,990 ,82,51,47,71,3.0,New,Single Family Residential,1930,3627.0,706.0,0
2,6501 San Pablo Ave #404,Oakland,Ca,94608,685000,1 ,1.5,1010 ,94,59,86,69,4.0,New,Condo,2006,0.0,678.0,0
3,36088 Soapberry Cmns #31,Fremont,Ca,94536,1000000,2 ,2.5,1492 ,76,41,56,77,7.0,Coming Soon,Condo,2007,6721.0,670.0,0
4,2580 Pleasant St,Oakland,Ca,94602,749000,4 ,2.0,1836 ,91,57,68,73,2.0,New,Multi-Family (2-4 Unit),1941,4160.0,408.0,0
5,1858 Brooktree Way,Pleasanton,Ca,94566,1899000,4 ,2.5,2047 ,62,31,65,78,7.0,New,Single Family Residential,1965,10765.0,928.0,1
6,215 Kevington Pl,Alameda,Ca,94502,1499000,3 ,3.0,1876 ,40,33,78,90,9.0,New,Single Family Residential,1979,5667.0,799.0,1
7,1405 Harmon St,Berkeley,Ca,94702,1549888,3 ,2.0,1304 ,90,62,90,74,7.0,New,Single Family Residential,1947,3830.0,1189.0,1
8,3867 Brown Ave,Oakland,Ca,94619,797000,3 ,1.0,1212 ,84,50,60,82,4.0,New,Single Family Residential,1910,6720.0,658.0,0
9,27701 Eucalyptus Ct,Hayward,Ca,94544,799000,3 ,2.5,1549 ,39,51,71,89,3.0,Active,Single Family Residential,1977,2867.0,516.0,0
10,8145 Juniper Ave,Newark,Ca,94560,1150000,3 ,2.0,1657 ,43,0,39,82,3.0,Active,Single Family Home,1961,6405.0,694.0,1
11,1544 D St,Hayward,Ca,94541,1199000,4 ,3.0,2021 ,67,46,52,88,5.0,New,Multi-Family (2-4 Unit),1914,7800.0,593.0,1
12,1500 Plaza Dr,San leandro,Ca,94578,789000,3 ,2.0,1763 ,74,61,59,69,3.0,New,Single Family Residential,1922,4000.0,448.0,0
13,6352 Montcalm Ave,Newark,Ca,94560,1249000,4 ,2.0,1729 ,70,0,52,82,5.0,Active,Single Family Home,1977,7164.0,722.0,1
14,3382 62nd Ave,Oakland,Ca,94605,589000,2 ,1.0,763 ,71,54,48,71,2.0,New,Single Family Residential,1931,3625.0,772.0,0
15,438 W Grand Ave #528,Oakland,Ca,94612,799000,2 ,2.0,1062 ,99,78,96,73,2.0,New,Condo,2008,1256.0,752.0,0
16,5830 Midnight Pl Unit E,Dublin,Ca,94568,1099900,3 ,2.0,1618 ,35,0,81,83,8.0,New,Townhouse,2020,0.0,680.0,1
17,3015 Myrtle St #3,Oakland,Ca,94608,599000,1 ,1.5,1267 ,89,66,99,45,2.0,New,Condo,1930,0.0,473.0,0
18,10930 Apricot St,Oakland,Ca,94603-3828,459000,2 ,1.0,871 ,61,45,71,76,3.0,New,Single Family Residential,1942,3800.0,527.0,0
19,2659 Home Ave,Hayward,Ca,94542,1295000,3 ,2.0,2685 ,35,30,26,73,6.0,New,Single Family Residential,1982,0.0,482.0,1
20,6045 Skyline Blvd,Oakland,Ca,94611,2149000,4 ,2.5,3204 ,7,16,24,91,8.0,New,Single Family Residential,2003,0.0,671.0,1
21,201 E Las Palmas,Fremont,Ca,94539,3199888,5 ,3.5,3483 ,41,28,58,78,9.0,New,Single Family Residential,1975,0.0,919.0,1
22,42111 Osgood Rd #504,Fremont,Ca,94539,797800,3 ,2.0,1082 ,58,35,52,73,8.0,Active,Condo,2022,0.0,737.0,0
23,19 Ealing Ln,Oakland,Ca,94608,739000,2 ,2.0,1500 ,84,55,95,63,2.0,New,Townhouse,2005,661.0,493.0,0
24,42111 Osgood Rd #422,Fremont,Ca,94539,663800,2 ,2.0,1046 ,58,35,52,73,8.0,Active,Condo,2022,0.0,635.0,0
25,42111 Osgood Rd #419,Fremont,Ca,94539,525800,1 ,1.0,735 ,58,35,52,73,8.0,Active,Condo,2022,0.0,715.0,0
26,3072 22Nd Ave,Oakland,Ca,94602,799000,2 ,1.0,1059 ,76,58,77,65,7.0,New,Single Family Residential,1940,3500.0,754.0,0
27,2576 La Don Ct,Castro valley,Ca,94546,869000,3 ,1.5,1289 ,71,33,40,75,6.0,New,Single Family Residential,1954,10576.0,674.0,0
28,1160 D St,Hayward,Ca,94541,960000,5 ,3.0,1228 ,92,61,43,88,5.0,New,Multi-Family (2-4 Unit),1918,0.0,782.0,0
29,1078 48Th St,Emeryville,Ca,94608,998000,4 ,2.0,1183 ,90,62,98,63,3.0,New,Single Family Residential,1890,4746.0,844.0,0
30,20 Ascot Pl,Oakland,Ca,94611,1675000,3 ,2.0,2125 ,30,34,17,79,7.0,New,Single Family Residential,1961,6294.0,788.0,1
31,730 Canyon Oaks Dr Unit E,Oakland,Ca,94605,490000,1 ,1.0,815 ,21,22,13,82,4.0,New,Condo,1988,0.0,601.0,0
32,152 Brighton Rd,Alameda,Ca,94502,1098000,3 ,2.0,1503 ,36,33,72,90,9.0,New,Single Family Residential,1984,4000.0,731.0,1
33,4000 Altamont Ave,Oakland,Ca,94605,770000,4 ,2.0,1361 ,38,50,41,71,2.0,New,Single Family Residential,1925,4500.0,566.0,0
34,4732 Fair Ave,Oakland,Ca,94619,849000,2 ,1.0,1207 ,40,47,34,82,4.0,New,Single Family Residential,1945,5832.0,703.0,0
35,8117 GREENLY Dr,Oakland,Ca,94605,899000,3 ,2.0,1445 ,26,42,13,67,2.0,New,Single Family Residential,1925,0.0,622.0,0
36,1016 Ashmount Ave,Oakland,Ca,94610,1795000,7 ,5.0,4559 ,31,44,29,82,8.0,New,Single Family Residential,1917,10350.0,394.0,1
37,21314 Gary Dr #106,Hayward,Ca,94546,580000,2 ,2.0,1100 ,61,40,35,59,3.0,New,Condo,1991,0.0,527.0,0
38,2020 Hill Ave,Hayward,Ca,94541,1298888,4 ,3.0,2444 ,67,0,30,88,4.0,Active,Single Family Home,1963,0.0,531.0,1
39,2315 Bartlett St,Oakland,Ca,94601,549000,3 ,2.0,1312 ,70,53,67,73,3.0,New,Single Family Residential,1926,4750.0,418.0,0
40,3059 Richmond Blvd,Oakland,Ca,94611,1699000,5 ,4.0,3284 ,91,60,71,51,4.0,New,Multi-Family (2-4 Unit),1915,7120.0,517.0,1
41,3032 Hyde St,Oakland,Ca,94601,920000,3 ,1.5,1940 ,82,56,69,73,6.0,Price Change,Single Family Residential,1938,4002.0,474.0,0
42,3657 Victor Ave,Oakland,Ca,94619,2595000,6 ,3.5,4526 ,61,46,35,82,4.0,Active,Single Family Residential,1932,8080.0,573.0,1
43,21682 Shadyspring Rd,Castro valley,Ca,94546,1349800,4 ,2.5,2466 ,53,45,35,85,3.0,New,Single Family Residential,1976,7077.0,547.0,1
44,5416 Cleveland Pl,Fremont,Ca,94538,1495000,5 ,3.0,1900 ,78,37,55,92,8.0,New,Single Family Residential,1967,5740.0,787.0,1
45,1009 Carnelian Ter,Union city,Ca,94587,1050000,3 ,2.5,1675 ,29,0,37,83,4.0,New,Condo,2006,0.0,627.0,1
46,1007 41st St #112,Emeryville,Ca,94608,439000,1 ,1.0,668 ,94,69,97,63,4.0,New,Condo,2005,0.0,657.0,0
47,1365 Parker St,San leandro,Ca,94577,798888,3 ,2.0,1466 ,70,38,27,90,6.0,New,Single Family Residential,1946,5830.0,545.0,0
48,7087 Skyline Blvd,Oakland,Ca,94611,999999,3 ,3.0,3677 ,2,7,20,79,8.0,New,Single Family Residential,2014,7389.0,272.0,0
49,16032 Via Harriet,San lorenzo,Ca,94580,814000,4 ,2.0,1226 ,40,28,52,81,6.0,New,Single Family Residential,1956,5704.0,664.0,0
50,260 Industrial Pkwy #11,Hayward,Ca,94544,480000,2 ,1.5,952 ,64,50,63,63,2.0,Price Change,Condo,1973,0.0,504.0,0
51,985 Riesling Dr,Pleasanton,Ca,94566,1829000,4 ,2.0,2053 ,50,24,50,87,9.0,New,Single Family Residential,1968,0.0,891.0,1
52,1328 83Rd Ave,Oakland,Ca,94621,699000,6 ,3.0,2248 ,77,55,62,76,2.0,New,Multi-Family (2-4 Unit),1925,4169.0,311.0,0
53,40246 Davis Ct,Fremont,Ca,94538,1100000,3 ,2.0,1148 ,67,40,55,69,5.0,Active,Single Family Home,1959,6420.0,958.0,1
54,4903 Middleton Pl,Pleasanton,Ca,94566,2050000,4 ,2.0,2302 ,9,17,11,67,8.0,New,Single Family Residential,1997,0.0,891.0,1
55,1679 12th St,Oakland,Ca,94607,995000,3 ,2.5,1795 ,82,64,95,62,1.0,New,Single Family Residential,2023,1935.0,554.0,0
56,5941 Colton Blvd,Oakland,Ca,94611,1325000,3 ,2.5,2373 ,56,34,35,79,8.0,New,Single Family Residential,1965,5200.0,558.0,1
57,4901 Sterling Dr,Fremont,Ca,94536,2369950,4 ,3.0,2192 ,34,28,41,82,7.0,New,Single Family Residential,1953,9600.0,1081.0,1
58,39887 Cedar Blvd #253,Newark,Ca,94560,698888,3 ,2.0,1283 ,52,0,53,82,5.5,Active,Condo,1986,0.0,545.0,0
59,1918 Kilowatt Way #102,Fremont,Ca,94539,1922355,4 ,3.5,2493 ,22,51,60,47,9.0,New,Condo,2023,0.0,771.0,1
60,6363 Christie Ave #3007,Emeryville,Ca,94608,1200000,2 ,1.5,1144 ,82,0,91,69,3.0,Active,Condo,1984,0.0,1049.0,1
61,4800 Webster,Oakland,Ca,94609,1495000,5 ,3.0,2775 ,98,68,93,89,4.0,New,Single Family Residential,1913,4140.0,539.0,1
62,37168 Meadowbrook Cmn #201,Fremont,Ca,94536,480000,2 ,1.0,934 ,65,42,64,77,7.0,New,Condo,1984,0.0,514.0,0
63,1575 172Nd Ave,Hayward,Ca,94541,729000,4 ,2.5,1400 ,68,39,31,76,2.0,New,Single Family Residential,1949,4400.0,521.0,0
64,2510 San Jose Ave,Alameda,Ca,94501,895000,2 ,2.0,1046 ,92,49,80,78,8.0,New,Single Family Residential,1910,2607.0,856.0,0
65,1171 Hearst Unit B,Berkeley,Ca,94702,875000,2 ,1.5,846 ,96,65,100,74,8.0,New,Condo,2022,0.0,1034.0,0
66,22 Moss Ave #312,Oakland,Ca,94610,669000,2 ,2.0,1159 ,83,54,69,82,4.0,New,Condo,1965,0.0,577.0,0
67,5588 Campbell Ave,Dublin,Ca,94568,1189000,4 ,4.5,2055 ,44,0,90,74,8.0,New,Townhouse,2016,2100.0,579.0,1
68,5799 El Dorado Ln,Dublin,Ca,94568,1399000,4 ,3.5,2541 ,43,0,92,83,8.0,New,Single Family Residential,2017,2258.0,551.0,1
69,1270 Gusty Loop #7,Livermore,Ca,94550,875000,3 ,2.5,1707 ,35,0,51,91,7.0,New,Condo,2017,0.0,513.0,0
70,2648 68Th Ave,Oakland,Ca,94605,509000,2 ,1.0,1140 ,82,58,68,71,2.0,New,Single Family Residential,1927,4200.0,446.0,0
71,21447 Bedford Dr,Castro valley,Ca,94546,1399000,4 ,3.5,2231 ,54,41,36,85,3.0,New,Single Family Residential,1950,9114.0,627.0,1
72,597 Heritage Cir,San lorenzo,Ca,94580,750000,5 ,3.5,1973 ,49,56,41,84,4.0,New,Single Family Residential,2004,1609.0,380.0,0
73,680 Vincente Ave,Berkeley,Ca,94707,2495000,6 ,6.0,4177 ,88,45,67,92,6.0,New,Single Family Residential,1923,6175.0,597.0,1
74,2351 Spinnaker Ct,San leandro,Ca,94579,1199000,4 ,3.0,2552 ,42,28,62,93,6.0,Active,Single Family Home,2000,4108.0,470.0,1
75,1510 Pullman Way,Oakland,Ca,94607,775900,2 ,2.5,1644 ,68,55,74,62,1.0,New,Townhouse,2017,0.0,472.0,0
76,3398 Hadsell Ct,Pleasanton,Ca,94588,1599000,5 ,2.5,1971 ,41,32,62,63,8.0,New,Single Family Residential,1993,8123.0,811.0,1
77,19100 Clement Dr,Castro valley,Ca,94552,1170000,4 ,2.0,1499 ,13,0,2,95,10.0,New,Single Family Residential,1985,7800.0,781.0,1
78,1974 Evergreen Ave,San leandro,Ca,94577,799999,3 ,2.0,1495 ,47,42,36,86,5.0,New,Single Family Residential,1962,4750.0,535.0,0
79,36071 Cedar Blvd,Newark,Ca,94560,1099000,4 ,2.0,1360 ,34,0,41,67,7.0,Active,Single Family Home,1961,6000.0,808.0,1
80,4725 Balboa Way,Fremont,Ca,94536,988888,3 ,1.5,1208 ,69,34,55,67,5.0,New,Single Family Residential,1953,7069.0,819.0,0
81,6120 Sanctuary Ln,Pleasanton,Ca,94566,3200000,5 ,4.5,3661 ,5,0,8,67,7.0,New,Single Family Residential,2011,0.0,874.0,1
82,1677 12th St,Oakland,Ca,94607,899000,3 ,2.5,1481 ,82,64,95,62,1.0,New,Single Family Residential,2023,2063.0,607.0,0
83,6195 Marguerite Dr,Newark,Ca,94560,1099000,3 ,2.0,1315 ,23,0,43,82,5.5,Active,Single Family Home,1963,7320.0,836.0,1
84,2446 24TH Ave,Oakland,Ca,94601,599000,2 ,1.0,1283 ,74,58,60,83,6.0,New,Single Family Residential,1926,4800.0,467.0,0
85,1904 Zenato Pl,Pleasanton,Ca,94566,4795000,5 ,3.5,5385 ,1,10,1,95,8.0,New,Single Family Residential,1999,0.0,890.0,1
86,546 Glen View Ave,Oakland,Ca,94610,1395000,4 ,2.5,2924 ,98,51,79,82,7.0,New,Single Family Residential,1923,6000.0,477.0,1
87,485 8th St #503,Oakland,Ca,94607,450000,1 ,1.0,598 ,100,88,84,76,8.0,New,Condo,2001,598.0,753.0,0
88,4916 Cody Ct,Fremont,Ca,94538,1148000,3 ,2.0,1204 ,60,29,65,76,8.0,New,Single Family Residential,1964,6000.0,953.0,1
89,544 Glen View Ave,Oakland,Ca,94610,1395000,4 ,2.5,2924 ,98,51,79,82,7.0,New,Multi-Family (2-4 Unit),1923,6000.0,477.0,1
90,2271 Virginia St,Berkeley,Ca,94709,1795000,4 ,3.5,2558 ,92,67,73,82,8.0,New,Single Family Residential,1925,4365.0,702.0,1
91,6323 Central Ave,Newark,Ca,94560,899000,3 ,1.0,1054 ,50,0,40,82,7.0,New,Single Family Residential,1952,5000.0,853.0,0
92,360 Blake Ave,Fremont,Ca,94536,1998888,5 ,3.0,2353 ,30,48,63,83,7.0,New,Single Family Residential,1978,5925.0,850.0,1
93,2239 83rd Ave,Oakland,Ca,94605,575000,2 ,1.0,936 ,72,58,65,67,2.0,Active,Single Family Home,1925,5400.0,614.0,0
94,39109 Guardino Dr #237,Fremont,Ca,94538,478000,1 ,1.0,693 ,45,59,64,89,8.0,Active,Condo,1987,0.0,690.0,0
95,17103 Via Flores,San lorenzo,Ca,94580,899000,3 ,2.0,1865 ,68,36,58,81,3.0,Active,Single Family Home,1947,4998.0,482.0,0
96,39455 Finial Cmn,Fremont,Ca,94539,1298000,4 ,3.5,1848 ,52,32,60,83,7.0,New,Townhouse,2018,7043.0,702.0,1
97,37816 Bright Cmn,Fremont,Ca,94536,949999,2 ,2.5,1513 ,55,41,63,77,8.0,Active,Townhouse,1977,1909.0,628.0,0
98,5876 Hillbrook Pl,Dublin,Ca,94568,1149000,3 ,3.0,1719 ,15,0,36,74,8.0,New,Single Family Residential,2007,1827.0,668.0,1
99,555 10th St #323,Oakland,Ca,94607,589000,2 ,2.0,906 ,99,87,88,76,8.0,Active,Condo,1998,0.0,650.0,0
100,740 Hillgirt Cir,Oakland,Ca,94610,2250000,4 ,4.0,5831 ,92,56,65,65,7.0,New,Multi-Family (2-4 Unit),1922,4500.0,386.0,1
101,849 Madeira Dr,Pleasanton,Ca,94566,1648990,3 ,2.0,2016 ,43,27,44,87,9.0,New,Single Family Residential,1975,7521.0,818.0,1
102,640 Bogalusa Ct,Fremont,Ca,94539,2399000,5 ,2.5,2836 ,21,30,34,77,8.0,New,Single Family Residential,1980,6116.0,846.0,1
103,6105 San Pablo Ave #203,Oakland,Ca,94608,825000,2 ,2.5,1488 ,94,59,83,69,4.0,New,Condo,2021,9937.0,554.0,0
104,311 Oak St #840,Oakland,Ca,94607,599999,1 ,1.0,958 ,92,83,89,51,8.0,New,Condo,2003,0.0,626.0,0
105,5832 Nottingham Dr,Oakland,Ca,94611,1225000,3 ,2.0,2267 ,50,29,25,91,8.0,New,Single Family Residential,1931,6903.0,540.0,1
106,38318 Canyon Heights Dr,Fremont,Ca,94536,1099888,3 ,2.5,1650 ,19,22,23,63,7.0,New,Single Family Residential,1957,8160.0,667.0,1
107,988 Franklin St #1008,Oakland,Ca,94607,388888,2 ,2.0,922 ,100,89,86,51,8.0,New,Condo,1993,0.0,422.0,0
108,1244 Portland Ave,Albany,Ca,94706,979000,2 ,1.0,1111 ,89,58,98,87,9.0,New,Single Family Residential,1939,3500.0,881.0,0
109,32731 Fairmead St,Union city,Ca,94587,1749000,4 ,3.0,2331 ,27,0,45,93,7.0,New,Single Family Residential,1985,7100.0,750.0,1
110,6821 Thornhill Dr,Oakland,Ca,94611,1049000,3 ,2.0,1476 ,15,16,9,91,8.0,New,Single Family Residential,1979,5334.0,711.0,1
111,3316 39th Ave,Oakland,Ca,94619,499000,2 ,1.0,508 ,86,50,70,73,3.0,New,Single Family Residential,1912,3250.0,982.0,0
112,716 Tranquility Cir #3,Livermore,Ca,94551,999999,3 ,2.0,1817 ,2,0,49,82,7.0,New,Condo,2017,0.0,550.0,0
113,5720 Caprice Cmn,Fremont,Ca,94538,949000,3 ,2.5,1118 ,62,32,49,67,7.0,New,Condo,1994,0.0,849.0,0
114,855 Barney Cmn,Livermore,Ca,94551,1329950,5 ,3.5,2616 ,58,0,67,78,7.0,New,Single Family Residential,2019,3045.0,508.0,1
115,6205 Woodvale Ter,Dublin,Ca,94568,2399000,5 ,4.5,3820 ,14,0,35,74,10.0,New,Single Family Residential,2004,8202.0,628.0,1
116,1234 Peralta Ave,Berkeley,Ca,94706,899000,2 ,1.0,940 ,89,61,100,74,8.0,New,Single Family Residential,1929,4025.0,956.0,0
117,160 Frisbie St,Oakland,Ca,94611,1298000,4 ,2.0,1647 ,89,63,76,51,4.0,New,Single Family Residential,1927,3420.0,788.0,1
118,5932 Mauritania Ave,Oakland,Ca,94605,648000,3 ,1.0,1065 ,70,50,65,71,2.0,New,Single Family Residential,1947,2875.0,608.0,0
119,38864 Myrsine Pl,Newark,Ca,94560,1249000,3 ,3.5,1925 ,61,0,49,82,5.5,Active,Townhouse,2017,1364.0,649.0,1
120,5022 Beacon Hill Dr,Castro valley,Ca,94552,1950000,4 ,2.5,3194 ,43,25,25,91,8.0,New,Single Family Residential,1970,10880.0,611.0,1
121,553 Olympic Ave,Hayward,Ca,94544,1498000,5 ,3.0,2321 ,53,46,66,70,2.0,Active,Single Family Home,2000,3979.0,645.0,1
122,40448 Blacow Rd,Fremont,Ca,94538,1200000,4 ,2.0,1302 ,61,30,51,69,5.0,New,Single Family Residential,1960,5811.0,922.0,1
123,9003 B St,Oakland,Ca,94603,499000,2 ,2.0,880 ,72,50,57,67,2.0,New,Single Family Residential,1945,4130.0,567.0,0
124,130 Prato Way,Livermore,Ca,94550,1475000,4 ,3.0,2424 ,14,0,65,73,8.0,New,Single Family Residential,2002,8250.0,608.0,1
125,2820 Casita Ter,Fremont,Ca,94539,1598000,4 ,3.5,2108 ,58,37,51,78,9.0,New,Townhouse,2015,1500.0,758.0,1
126,2701 Park Blvd,Oakland,Ca,94606,879000,3 ,2.0,1406 ,81,58,51,65,7.0,New,Single Family Residential,1922,3300.0,625.0,0
127,3146 Chateau Way,Livermore,Ca,94550,1199900,4 ,2.5,1662 ,55,0,78,78,7.0,New,Single Family Residential,1989,7653.0,722.0,1
128,811 York St #313,Oakland,Ca,94610,675000,2 ,2.0,1122 ,97,51,69,82,7.0,New,Condo,1975,0.0,602.0,0
129,5560 Barrel Ct,Dublin,Ca,94568,1072888,3 ,3.0,1563 ,55,0,92,83,8.0,New,Townhouse,2021,0.0,686.0,1
130,5832 Marshall St,Oakland,Ca,94608,1195000,3 ,2.0,1740 ,94,58,87,69,4.0,New,Single Family Residential,1908,3763.0,687.0,1
131,3635 Carrigan Cmn,Livermore,Ca,94550,629900,3 ,1.5,1242 ,76,0,85,61,7.0,New,Townhouse,1981,874.0,507.0,0
132,598 63Rd St #2,Oakland,Ca,94609,1098000,3 ,2.0,1836 ,93,65,99,87,7.0,New,Condo,1907,10250.0,598.0,1
133,4545 Tompkins Ave,Oakland,Ca,94619,1175000,3 ,2.0,2556 ,53,47,29,82,4.0,New,Single Family Residential,1938,6920.0,460.0,1
134,Undisclosed Address,Oakland,Ca,94605,599900,2 ,2.0,1539 ,83,56,61,71,2.0,New-REO,Single Family Residential,1921,4480.0,390.0,0
135,5925 Whitney St,Oakland,Ca,94609,1750000,8 ,2.0,1488.0,87,62,100,87,4.0,Active,Multi-Family (2-4 Unit),1901,5350.0,0.0,1
136,45228 Tom Blalock St #306,Fremont,Ca,94539-8389,1288000,2 ,2.5,1786 ,31,51,63,47,9.0,New,Condo,2019,0.0,721.0,1
137,128 Euclid Ave,San leandro,Ca,94577,988000,3 ,2.0,1227 ,90,58,71,79,4.0,New,Single Family Residential,1925,4800.0,805.0,0
138,4240 Dali St,Fremont,Ca,94536,1349000,3 ,2.0,1232 ,63,41,46,67,7.0,New,Single Family Residential,1967,7221.0,1095.0,1
139,3050 Cabrillo Ave,Livermore,Ca,94550,1149000,4 ,3.0,2024 ,76,0,85,78,7.0,New,Single Family Residential,1962,6000.0,568.0,1
